"id","receivedDate","division","district","shift","serviceType","source","allegationType","allegation","finding","disposition","residentId","residentRace","residentSex","residentAge","officerIdentifier","officerRace","officerSex","officerAge","officerYearsOfService"
"b1047f49612eb63fe1b325fac0bf8867","2013-03-21 00:00:00","Field Services","Patrol West","Third Watch","","","Internal Investigation","Fail to Appear in Court","Sustained","","","","","","860ae74b829a6be3df2f180113157e60","Black","Male","27","1"
"b1bd87bf267f711a10b75845a141061d","2013-03-21 00:00:00","Field Services","Patrol West","Third Watch","","","Internal Investigation","Fail to Appear in Court","Sustained","","","","","","58de9bc1e2381dd96e30ec17144a49d4","Black","Male","39","1"
"547999f6a7f5b3de6e182dae90b24e00","2013-03-21 00:00:00","Field Services","Patrol North","","","External","External Investigation","Unnecessary Force","Unfounded","","8ac4edd11649a9d22912f365318ae4b1","Black","Male","47","5aaf7e5d7af8dff2da8384bb84bcd9e3","Indian","Male","24",""
"547999f6a7f5b3de6e182dae90b24e00","2013-03-21 00:00:00","Field Services","Patrol North","Fourth Watch","","External","External Investigation","Unnecessary Force","Unfounded","","8ac4edd11649a9d22912f365318ae4b1","Black","Male","47","Bcd013471c4cc4a602fb3ad936522c59","White","Male","36","6"
"547999f6a7f5b3de6e182dae90b24e00","2013-03-21 00:00:00","Field Services","Patrol North","Fourth Watch","","External","External Investigation","Handling Evidence/Personal Property","Unfounded","","8ac4edd11649a9d22912f365318ae4b1","Black","Male","47","1f8537b00c9c124a809766384d92b5e9","White","Male","33","12"
"547999f6a7f5b3de6e182dae90b24e00","2013-03-21 00:00:00","Field Services","Patrol North","","","External","External Investigation","Handling Evidence/Personal Property","Unfounded","","8ac4edd11649a9d22912f365318ae4b1","Black","Male","47","5aaf7e5d7af8dff2da8384bb84bcd9e3","Indian","Male","24",""
"547999f6a7f5b3de6e182dae90b24e00","2013-03-21 00:00:00","Field Services","Patrol North","Fourth Watch","","External","External Investigation","Handling Evidence/Personal Property","Unfounded","","8ac4edd11649a9d22912f365318ae4b1","Black","Male","47","Bcd013471c4cc4a602fb3ad936522c59","White","Male","36","6"
"547999f6a7f5b3de6e182dae90b24e00","2013-03-21 00:00:00","Field Services","Patrol North","Fourth Watch","","External","External Investigation","Unnecessary Force","Unfounded","","8ac4edd11649a9d22912f365318ae4b1","Black","Male","47","1f8537b00c9c124a809766384d92b5e9","White","Male","33","12"
"a9cc38e70c86ba541182df121584663d","2013-03-26 00:00:00","Field Services","Patrol North","Fourth Watch","","","Internal Investigation","Care of Assigned Equipment","Sustained","","","","","","24f6b3e1fc37baa8cd1648f7587d09ea","White","Male","32","11"
"b7a738303d4ffff9eea5dcd93cbcb526","2011-07-19 00:00:00","Field Services","Patrol North","Second Watch","","Internal","Internal Investigation","Submit Evidence","Sustained","","","","","","545860c96dc548557368e859a1d596dd","White","Male","34","10"
"a2196ef1d426a1d7e98e0cc4a52b23db","2011-05-23 00:00:00","Field Services","Patrol East","Fourth Watch","","","External Investigation","Commit a Misdemeanor Crime","Unfounded","","1cfaea1b5ba99039ed356a02c6b3f720","White","Male","20","6e33befccde9bc18200267f663b244dc","White","Male","54","12"
"a2196ef1d426a1d7e98e0cc4a52b23db","2011-05-23 00:00:00","Field Services","Patrol East","Fourth Watch","","","External Investigation","Commit a Misdemeanor Crime","Unfounded","","1cfaea1b5ba99039ed356a02c6b3f720","White","Male","20","58ab238e7bdfe54b8c6ce84f30b93d2b","White","Male","",""
"a2196ef1d426a1d7e98e0cc4a52b23db","2011-05-23 00:00:00","Field Services","Patrol East","Fourth Watch","","","External Investigation","Commit a Misdemeanor Crime","Unfounded","","866ff3a9d3868973d68be26d623f9882","White","Female","20","6e33befccde9bc18200267f663b244dc","White","Male","54","12"
"a2196ef1d426a1d7e98e0cc4a52b23db","2011-05-23 00:00:00","Field Services","Patrol East","Fourth Watch","","","External Investigation","Commit a Misdemeanor Crime","Unfounded","","866ff3a9d3868973d68be26d623f9882","White","Female","20","58ab238e7bdfe54b8c6ce84f30b93d2b","White","Male","",""
"e6a4812e724d8d837521556dcc12b0f8","2011-07-22 00:00:00","Support Services","Emergency Planning","City Hall Security","","Blueteam","Internal Investigation","Sick Leave in Excess of Amount Available","Sustained","","","","","","C30527aebabe8f147b3c4f71be113454","","Female","",""
"a2cdd70224ceed4cee937204b9ba054b","2011-07-22 00:00:00","Field Services","Patrol North","Second Watch","","Walk-In","External Investigation","Rude Conduct With Citizen","Unfounded","","A22fb025badd6b3ff061ca981abe1b46","Black","Male","26","Dac5d5a17c503bfedcdaae09ef7da13b","White","Male","38","15"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","127a2ad19960714070d596d11cae3103","W","Male","19","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","79b0361e4166af8eda5ed697594477a0","W","Male","21","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","302f39976e840981b2c9bbc85a72a755","White","Male","19","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","Bdbafda82deb6d9ed31db1cbc3c5cff8","W","Female","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","Fd8a801c8d4e435ee9a1c2dbdb39aa33","W","Female","16","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","5eec9bd7e2b16c039422ec11a639608f","","","","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","F7451a873e4d330123a2c225d6a1d279","W","Female","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","Ed82045a7b49774533ccb1586dd9e4d6","W","Male","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","38da65d9f6f50fba1f0fad45465d2ea2","W","Male","19","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","Af4bc7b7c99be37b962ebc96f46dd981","White","Male","57","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","9ed24f370e5097e998d43613e793074b","","","","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","F7451a873e4d330123a2c225d6a1d279","W","Female","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","E3e3587d3b152e97a9f641de765ab7e4","W","Female","18","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","07e1bdc87c3d47ee692ddff99d056cc7","W","Female","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","38da65d9f6f50fba1f0fad45465d2ea2","W","Male","19","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","2fcc9159b3dc32b99280e0fcffecddeb","W","Male","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","68b7626fdf13423b2e4fe1087ba93bee","W","Male","20","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","302f39976e840981b2c9bbc85a72a755","White","Male","19","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","5eec9bd7e2b16c039422ec11a639608f","","","","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","2fcc9159b3dc32b99280e0fcffecddeb","W","Male","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","Af4bc7b7c99be37b962ebc96f46dd981","White","Male","57","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","9ed24f370e5097e998d43613e793074b","","","","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","79b0361e4166af8eda5ed697594477a0","W","Male","21","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","11154ba025cf56cad521bd5f0fcf13c8","White","Male","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","E3e3587d3b152e97a9f641de765ab7e4","W","Female","18","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","07e1bdc87c3d47ee692ddff99d056cc7","W","Female","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","11154ba025cf56cad521bd5f0fcf13c8","White","Male","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","Ed82045a7b49774533ccb1586dd9e4d6","W","Male","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","68b7626fdf13423b2e4fe1087ba93bee","W","Male","20","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","127a2ad19960714070d596d11cae3103","W","Male","19","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","Bdbafda82deb6d9ed31db1cbc3c5cff8","W","Female","17","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"6ae05af0bdf36fcc3667616a600bd062","2011-07-25 00:00:00","Field Services","Patrol North","Fourth Watch","","External","Internal Investigation","Conduct on and Off Duty","Sustained","","Fd8a801c8d4e435ee9a1c2dbdb39aa33","W","Female","16","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"3598b038b1f7dd1a2c0cbabf9c30556d","2011-07-26 00:00:00","Support Services","Emergency Planning","City Hall Security","","","Internal Investigation","Sick Leave in Excess of Amount Available","Sustained","","","","","","C30527aebabe8f147b3c4f71be113454","","Female","",""
"1007a85508e30c6ffb7dc16094f77bfa","2011-07-27 00:00:00","Field Services","Patrol East","Fourth Watch","","Internal","Internal Investigation","Fail to Appear in Court","Sustained","","","","","","2c33c62fcffbe04f30ff22953397bc7f","White","Male","49","6"
"248b132d2de4fcadc9c2542cb42c2aba","2011-07-28 00:00:00","Field Services","Patrol North","Third Watch","Traffic Stop","E-Mail","External Investigation","Racial Profiling","Unfounded","","784705bd0b295c6bfaa4256be988235e","Black","Male","39","Bef6fd36497837c6ab24bf5f6cf494ca","White","Male","27","3"
"248b132d2de4fcadc9c2542cb42c2aba","2011-07-28 00:00:00","Field Services","Patrol North","Third Watch","Traffic Stop","E-Mail","External Investigation","Racial Profiling","Unfounded","","41968951125e57a0559f3e808a16e031","Black","Male","38","Bef6fd36497837c6ab24bf5f6cf494ca","White","Male","27","3"
"8da2ba3a8f8f1007486cc52472146300","2011-07-26 00:00:00","Support Services","Emergency Planning","City Hall Security","","","Internal Investigation","Sick Leave in Excess of Amount Available","Sustained","","","","","","C30527aebabe8f147b3c4f71be113454","","Female","",""
"efd6964b9fc4b060f65f71899694ea17","2011-07-26 00:00:00","Support Services","Emergency Planning","City Hall Security","","","Internal Investigation","Sick Leave in Excess of Amount Available","Sustained","","","","","","C30527aebabe8f147b3c4f71be113454","","Female","",""
"3fad22e0a6380482844045c51445e123","2011-08-01 11:15:00","Field Services","Patrol South","Scat","","External","Internal Investigation","Commit a Misdemeanor Crime","Unfounded","","0bb6b4bbefe1457813b89ffca29cb577","White","Female","","5fc1a1fa7ee171139dda944b98875c1a","White","Male","35","11"
"269c562be13a10fda25dbe408312c50b","2011-08-01 00:00:00","Field Services","Patrol West","Third Watch","","Internal","Internal Investigation","Commit a Felony Crime","Not Sustained","","27f70a01f90b46a618ee67eaae23b794","White","Female","28","05685af4437c7ab1db5599d0521c4c8e","White","Male","30","5"
"269c562be13a10fda25dbe408312c50b","2011-08-01 00:00:00","Field Services","Patrol West","Third Watch","","Internal","Internal Investigation","Commit a Misdemeanor Crime","Exonerated","","27f70a01f90b46a618ee67eaae23b794","White","Female","28","05685af4437c7ab1db5599d0521c4c8e","White","Male","30","5"
"269c562be13a10fda25dbe408312c50b","2011-08-01 00:00:00","Field Services","Patrol West","Third Watch","","Internal","Internal Investigation","Commit a Misdemeanor Crime","Not Sustained","","27f70a01f90b46a618ee67eaae23b794","White","Female","28","05685af4437c7ab1db5599d0521c4c8e","White","Male","30","5"
"52bf94d6dd8693b79c44ca84e91b0e64","2011-08-01 11:24:00","Field Services","Patrol North","Fourth Watch","Other","Internal","Internal Investigation","Use Good Judgment","Sustained","","02e4057da2dd221bad17ff23cc922f67","White","Male","23","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"52bf94d6dd8693b79c44ca84e91b0e64","2011-08-01 11:24:00","Field Services","Patrol North","Fourth Watch","Other","Internal","Internal Investigation","Unnecessary Force","Not Sustained","","02e4057da2dd221bad17ff23cc922f67","White","Male","23","2083bf0736af0227094f389e3b6cf606","White","Male","42","8"
"e52838a23c1e4a8a2af86030a22b1cc2","2011-08-01 00:00:00","Investigations","Technical Services","Second Watch","","Internal","Internal Investigation","Maintain Competence","Sustained","","","","","","B3cbb8d59ef634671a39e644cd469707","White","Female","57","14"
"e52838a23c1e4a8a2af86030a22b1cc2","2011-08-01 00:00:00","Investigations","Technical Services","Second Watch","","Internal","Internal Investigation","Complete and Thorough Investigation","Sustained","","","","","","B3cbb8d59ef634671a39e644cd469707","White","Female","57","14"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Commit a Misdemeanor Crime","Sustained","","69f9c5abec5be908038ce20c26921d9e","White","Female","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Fail to Maintain Contact While on Duty","Sustained","","2bf4c3571b660310967f7876aa9ce522","White","Female","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Commit a Misdemeanor Crime","Sustained","","93a9cf78d46ec41a38991815bb2b9ff0","White","Female","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Dress Code Violation","Sustained","","2bf4c3571b660310967f7876aa9ce522","White","Female","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Dress Code Violation","Sustained","","E037e7f49d78f5ca9af711ab6d058adb","White","Male","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Commit a Misdemeanor Crime","Sustained","","2bf4c3571b660310967f7876aa9ce522","White","Female","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Fail to Maintain Contact While on Duty","Sustained","","69f9c5abec5be908038ce20c26921d9e","White","Female","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Fail to Maintain Contact While on Duty","Sustained","","93a9cf78d46ec41a38991815bb2b9ff0","White","Female","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Fail to Maintain Contact While on Duty","Sustained","","E037e7f49d78f5ca9af711ab6d058adb","White","Male","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Commit a Misdemeanor Crime","Sustained","","E037e7f49d78f5ca9af711ab6d058adb","White","Male","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Dress Code Violation","Sustained","","69f9c5abec5be908038ce20c26921d9e","White","Female","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"73c347da7aefab7e38c9e7e072b6140a","2011-08-01 00:00:00","Field Services","Patrol North","Third Watch","","Internal","External Investigation","Dress Code Violation","Sustained","","93a9cf78d46ec41a38991815bb2b9ff0","White","Female","","490a02fe4670067edd904949263ad9dc","Hispanic","Male","26","2"
"87a749feac55d93bc39a8a6a863f1da4","2011-08-01 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Commit a Felony Crime","Not Sustained","","","","","","2a5d68f3f1b9bcc71b6c9c77b59bd508","Black","Female","36","13"
"87a749feac55d93bc39a8a6a863f1da4","2011-08-01 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Give False Information / Depart From Truth","Not Sustained","","","","","","2a5d68f3f1b9bcc71b6c9c77b59bd508","Black","Female","36","13"
"87a749feac55d93bc39a8a6a863f1da4","2011-08-01 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Use Good Judgment","Sustained","","","","","","2a5d68f3f1b9bcc71b6c9c77b59bd508","Black","Female","36","13"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Fail to Supervise","Not Sustained","","195635c4a6acffa2a9031173a9e7056b","White","Female","18","Ec7fa730b04a1608955470118c9de794","White","Male","43","18"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Fail to Supervise","Not Sustained","","4012c70122a93e72544f9e259c0a8b9d","White","Male","14","Ec7fa730b04a1608955470118c9de794","White","Male","43","18"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Third Watch","","","Internal Investigation","Complete and Thorough Investigation","Not Sustained","","687858272e4c4d3af627dffeaa1ab080","White","Female","51","888915f1923c0a16d3dfadcc95f73103","White","Male","32","3"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Third Watch","","","Internal Investigation","Complete and Thorough Investigation","Not Sustained","","920804314f209d2a63a4205e1dee9ac9","White","Female","50","888915f1923c0a16d3dfadcc95f73103","White","Male","32","3"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Third Watch","","","Internal Investigation","Complete and Thorough Investigation","Not Sustained","","1ca2bd80875694fa8a2cbc34b400b978","White","Male","18","888915f1923c0a16d3dfadcc95f73103","White","Male","32","3"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Investigations","Property Crimes","Larceny","","","Internal Investigation","Commit a Misdemeanor Crime","Sustained","","687858272e4c4d3af627dffeaa1ab080","White","Female","51","B19c71f22baf62bdfa9637145ed1b466","White","Male","44","21"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Investigations","Property Crimes","Larceny","","","Internal Investigation","Commit a Misdemeanor Crime","Sustained","","920804314f209d2a63a4205e1dee9ac9","White","Female","50","B19c71f22baf62bdfa9637145ed1b466","White","Male","44","21"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Investigations","Property Crimes","Larceny","","","Internal Investigation","Commit a Misdemeanor Crime","Sustained","","1ca2bd80875694fa8a2cbc34b400b978","White","Male","18","B19c71f22baf62bdfa9637145ed1b466","White","Male","44","21"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Complete and Thorough Investigation","Not Sustained","","1ca2bd80875694fa8a2cbc34b400b978","White","Male","18","936cbf1a2b26d82f03b7d8c6becff2dd","Hispanic","Male","29","3"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Complete and Thorough Investigation","Not Sustained","","195635c4a6acffa2a9031173a9e7056b","White","Female","18","936cbf1a2b26d82f03b7d8c6becff2dd","Hispanic","Male","29","3"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Third Watch","","","Internal Investigation","Complete and Thorough Investigation","Not Sustained","","195635c4a6acffa2a9031173a9e7056b","White","Female","18","888915f1923c0a16d3dfadcc95f73103","White","Male","32","3"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Investigations","Property Crimes","Larceny","","","Internal Investigation","Conduct on and Off Duty","Sustained","","1ca2bd80875694fa8a2cbc34b400b978","White","Male","18","B19c71f22baf62bdfa9637145ed1b466","White","Male","44","21"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Investigations","Property Crimes","Larceny","","","Internal Investigation","Conduct on and Off Duty","Sustained","","195635c4a6acffa2a9031173a9e7056b","White","Female","18","B19c71f22baf62bdfa9637145ed1b466","White","Male","44","21"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Fail to Supervise","Not Sustained","","687858272e4c4d3af627dffeaa1ab080","White","Female","51","Ec7fa730b04a1608955470118c9de794","White","Male","43","18"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Fail to Supervise","Not Sustained","","920804314f209d2a63a4205e1dee9ac9","White","Female","50","Ec7fa730b04a1608955470118c9de794","White","Male","43","18"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Fail to Supervise","Not Sustained","","1ca2bd80875694fa8a2cbc34b400b978","White","Male","18","Ec7fa730b04a1608955470118c9de794","White","Male","43","18"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Third Watch","","","Internal Investigation","Complete and Thorough Investigation","Not Sustained","","4012c70122a93e72544f9e259c0a8b9d","White","Male","14","888915f1923c0a16d3dfadcc95f73103","White","Male","32","3"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Investigations","Property Crimes","Larceny","","","Internal Investigation","Commit a Misdemeanor Crime","Sustained","","195635c4a6acffa2a9031173a9e7056b","White","Female","18","B19c71f22baf62bdfa9637145ed1b466","White","Male","44","21"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Investigations","Property Crimes","Larceny","","","Internal Investigation","Commit a Misdemeanor Crime","Sustained","","4012c70122a93e72544f9e259c0a8b9d","White","Male","14","B19c71f22baf62bdfa9637145ed1b466","White","Male","44","21"
"8a0ad55404f41d4cd3fdf78851e982f2","2011-08-01 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Complete and Thorough Investigation","Not Sustained","","687858272e4c4d3af627dffeaa1ab080","White","Female","51","936cbf1a2b26d82f03b7d8c6becff2dd","Hispanic","Male","29","3"
