"id","caseNumber","serviceType","incidentType","source","occurredDate","receivedDate","completedDate","assignment","allegation","disposition","residentIdentifier","residentRole","residentRace","residentSex","residentAge","officerIdentifier","officerRace","officerSex","officerAge","officerYearsOfService"
"676193dc988ffcbb61882f18cf4b12e4","2015-0639","","External Complaints","Attorney","2015-04-25 00:00:00","2015-10-21 00:00:00","2016-05-04 00:00:00","Special Operations Section","False Arrest / Imprisonment","Not Sustained","42014c5bb89605e401ee28de2b7220a1","Complainant","Black","Male","22","57793a9cd5c5e981b91600093b8da6ae","White","Male","45","21"
"ea48de329e7965f4d5626cdeef504484","2019-0556","","External Complaints","Kga","2019-03-26 00:00:00","2019-03-26 00:00:00","","Northeast District","Neglect/General","","1ae568ae662b461659ea858b6cfb4d83","Witness","","","","2a707350235eaf6523b39433268b2099","Puerto Rican","Male","38","1"
"676193dc988ffcbb61882f18cf4b12e4","2015-0639","","External Complaints","Attorney","2015-04-25 00:00:00","2015-10-21 00:00:00","2016-05-04 00:00:00","Special Operations Section","False Arrest / Imprisonment","Not Sustained","2fe69cfea4459cd7131b737f62b8c460","Complainant","Black","Female","32","57793a9cd5c5e981b91600093b8da6ae","White","Male","45","21"
"d14f25485c259b2385730f1fbe89717f","2015-0069","","External Complaints","Citizen","","2015-02-16 00:00:00","2016-03-24 00:00:00","Northern District","Misconduct/VCS Child Abuse","Not Sustained","a8539279ef107e300a81ffabdb031c99","Complainant","White","Male","36","506d04c9ea85a5546b15842c959e72b4","Other Hispan","Male","42","11"
"d14f25485c259b2385730f1fbe89717f","2015-0069","","External Complaints","Citizen","","2015-02-16 00:00:00","2016-03-24 00:00:00","Northern District","Misconduct/General","Not Sustained","67365f18a56e672352eb1d11fabd15c0","Witness","","","","506d04c9ea85a5546b15842c959e72b4","Other Hispan","Male","42","11"
"89ff1ade2da28131bf03ae85db00bea4","2015-0004","","External Complaints","Citizen","2015-01-14 00:00:00","2015-01-15 00:00:00","2016-12-20 00:00:00","Northwestern District","Misconduct/VCS Child Abuse","Sustained","855e9d11c9f48dd682e4be4925591970","Complainant","Black","Male","","e9f9154ffcc5f6780439af65602ea6b3","Black","Male","27","6"
"d14f25485c259b2385730f1fbe89717f","2015-0069","","External Complaints","Citizen","","2015-02-16 00:00:00","2016-03-24 00:00:00","Northern District","Misconduct/VCS Child Abuse","Not Sustained","67365f18a56e672352eb1d11fabd15c0","Witness","","","","506d04c9ea85a5546b15842c959e72b4","Other Hispan","Male","42","11"
"ae5c926982b41b8851645ef279c726ad","2015-0079","","External Complaints","Citizen","2015-02-19 00:00:00","2015-02-23 00:00:00","2016-02-15 00:00:00","SES - Westside Zones","Misconduct/General","Not Sustained","6a5576885d22f078d01eac0868c41dd2","Complainant","Black","Male","43","6c882bc1482931d1a95d3c227b4c7a0d","White","Male","34","14"
"e8fd6626134b69c1b8eb8ba056175ae0","2015-0114","","External Complaints","Citizen","2015-03-08 00:00:00","2015-03-08 00:00:00","2015-03-16 00:00:00","Western District","Misconduct/VCS Assault","Sustained","77fe7546389b4a7aeb8a8eb7b4d20bd5","Complainant","","Male","","55c926a06dba41ebae9295dba9145ad3","Black","Male","24","1"
"89ff1ade2da28131bf03ae85db00bea4","2015-0004","","External Complaints","Citizen","2015-01-14 00:00:00","2015-01-15 00:00:00","2016-12-20 00:00:00","Northwestern District","Lawsuit Filed","","8d14d89c692cacec88ed064e5e73e30a","Witness","","","","26818bb11011c275a364936bcfd7f5b0","Black","Male","31","1"
"90c28f0e574745dfe3c68e2741ad6c96","2015-0194","","External Complaints","Citizen","2015-04-09 00:00:00","2015-04-09 00:00:00","2015-10-02 00:00:00","SES - Eastside Zones","False Arrest / Imprisonment","Not Sustained","83b8f9474bdb44af308f42e67b2b3bc7","Witness","","","","f2640b28decda1f8a2b0cbe3589ab3c0","Other Hispan","Male","39","13"
"89ff1ade2da28131bf03ae85db00bea4","2015-0004","","External Complaints","Citizen","2015-01-14 00:00:00","2015-01-15 00:00:00","2016-12-20 00:00:00","Northwestern District","Nonfeasance","Sustained","5ac4fffca9e6ea53af00d830e28228d7","Witness","","","","26818bb11011c275a364936bcfd7f5b0","Black","Male","31","1"
"ab68cae12e590231f3ddf0adbfa25259","2017-0032","","Ethics","","","2017-01-25 00:00:00","2017-11-24 00:00:00","Headquarters/City Hall Security","Conduct Unbecoming a Police Officer/Employee","Unfounded","8d302139d1383629d77355405f457f9b","Complainant","Unknown","Unknown","","a2530d428430ca4aae32f135b2fb6993","African Amer","Female","31","10"
"764b5ec95bdf757bd1049641b746e6df","2017-0654","","External Complaints","Citizen","2017-11-14 00:00:00","2017-11-15 00:00:00","","Eastern District","Harassment","","80e8e1eadf067dc7a4ef7d48f8606bd0","Complainant","Black","Male","47","f5b19f5b04da1c1e5cae577cc0fcbfc7","White","Male","29","3"
"764b5ec95bdf757bd1049641b746e6df","2017-0654","","External Complaints","Citizen","2017-11-14 00:00:00","2017-11-15 00:00:00","","Eastern District","Conduct Unbecoming a Police Officer/Employee","","80e8e1eadf067dc7a4ef7d48f8606bd0","Complainant","Black","Male","47","f5b19f5b04da1c1e5cae577cc0fcbfc7","White","Male","29","3"
"424dd334cc90c47f1588c7d716488d01","2015-0031","","External Complaints","Attorney","2013-03-09 00:00:00","2015-01-27 00:00:00","2016-01-15 00:00:00","Western District","False Arrest / Imprisonment","Unfounded","52d7dbf256913aefe68cd096064dd5c7","Complainant","Unknown","Unknown","","2d511e10296199004c1a6c7524e44aa5","White","Male","36","12"
"424dd334cc90c47f1588c7d716488d01","2015-0031","","External Complaints","Attorney","2013-03-09 00:00:00","2015-01-27 00:00:00","2016-01-15 00:00:00","Western District","Lawsuit Filed","","2d6cbbf24cbde47cd98c8590f403c5ef","Complainant","Black","Male","32","9579426e5c17e4c9940a137c433a4a44","White","Male","43","4"
"8ef95e43988533403d195ec4435aed26","2015-0048","","External Complaints","Attorney","2014-12-03 00:00:00","2015-02-04 00:00:00","2016-02-03 00:00:00","Southeastern District","False Arrest / Imprisonment","Unfounded","25b38547f767c23118489f7e26c4d7f8","Complainant","Unknown","Unknown","","07d428b97ff9ee5a786b0ee3f6401128","Other Hispan","Male","30","8"
"6df51f267daa339edf5379bb0d31f96d","2015-0215","","External Complaints","","2015-02-20 00:00:00","2015-02-27 00:00:00","2016-02-23 00:00:00","Southwestern District","Neglect of Duty","Not Sustained","7f91c0b1c2e38db0e43372f50a9ea7bd","Complainant","Black","Male","27","cc88c582ba3da388369994b8729c06f5","White","Male","46","16"
"a7abb645508ed6dd7a27abea94985b61","2015-0170","","External Complaints","Citizen","2015-03-29 00:00:00","2015-03-31 00:00:00","2015-09-24 00:00:00","SOS - Inner Harbor/Marine","Misconduct/General","Not Sustained","2ed460f1bd873bb5c69a5d14ae24e01e","Complainant","White","Female","","f37f815834b2b7569f85f35376e5d8e6","Black","Male","41","15"
"4ab3ee618aa7068f59576ab9cf08a134","2015-0378","Unknown","External Complaints","Citizen","2015-06-26 00:00:00","2015-06-26 00:00:00","2016-06-23 00:00:00","Southwestern District","Excessive Force","Not Sustained","177ce3ad8469aff9de1290c4af5e95de","Witness","","","","1b6a8f3ed7b6a24037f5da935ce63d16","Black","Male","28","7"
"4ab3ee618aa7068f59576ab9cf08a134","2015-0378","Unknown","External Complaints","Citizen","2015-06-26 00:00:00","2015-06-26 00:00:00","2016-06-23 00:00:00","Southwestern District","Excessive Force","Not Sustained","177ce3ad8469aff9de1290c4af5e95de","Witness","","","","42dbeaa8c0cbc20fa9de29d5dc434a52","Black","Female","44","17"
"f3506c1ab91566c054ce70cb50e2be0a","2015-0434","","External Complaints","Citizen","2015-07-09 00:00:00","2015-07-19 00:00:00","2016-02-21 00:00:00","Southwestern District","Excessive Force","Not Sustained","3b90129374c536ca5adf5b2bf498c5e2","Complainant","Unknown","Female","","beab9b2b69d1ee4e8c77d757a1e512ae","Black","Male","57","14"
"09ba006e740f21c9051ea6a966c248aa","2015-0120","Unknown","External Complaints","Citizen","","2015-03-10 00:00:00","2016-03-08 00:00:00","Central District","Misconduct/VCS Assault","Unfounded","f0522219715ab901b9b029efc86fbbbf","Complainant","Black","Female","","","","","",""
"09ba006e740f21c9051ea6a966c248aa","2015-0120","Unknown","External Complaints","Citizen","","2015-03-10 00:00:00","2016-03-08 00:00:00","Central District","Misconduct/VCS Assault","Unfounded","484031b7ccde34f90d89b3f537c171b4","Complainant","Black","Male","","","","","",""
"a2db915235e493551cd18eafb5df07e7","2015-0024","On View","External Complaints","Citizen","2015-01-20 00:00:00","2015-01-23 00:00:00","2015-10-02 00:00:00","SES - Eastside Zones","False Probable Cause Statement","Not Sustained","59319ec67800b6baa0d3398c779623b5","Complainant","Black","Male","33","b85d24986e56ea03c4e0b09df2e38020","Other Hispan","Male","41","11"
"a2db915235e493551cd18eafb5df07e7","2015-0024","On View","External Complaints","Citizen","2015-01-20 00:00:00","2015-01-23 00:00:00","2015-10-02 00:00:00","SES - Eastside Zones","Excessive Force","Not Sustained","283a6cea0df05025cb9f453b1da6133a","Witness","","","","","","","",""
"c9beeeb19f9d3ae5524bb48a88ceb0cb","2015-0372","","External Complaints","","2015-06-24 00:00:00","2015-06-24 00:00:00","2016-04-27 00:00:00","Northern District","Misconduct/General","Not Sustained","0040244404212784ebfdeb333aadbdd7","Complainant","Unknown","Female","","aa97dfca3bc7e7977c578e3e25edc275","Black","Male","26","7"
"20a1c14107433383cf66205debb2b46c","2015-0592","","External Complaints","","2015-10-03 00:00:00","2015-10-05 00:00:00","2016-02-21 00:00:00","Western District","Unwarranted Action","Unfounded","ce4bd7139596df383a265b4901b97495","Complainant","Black","Female","25","","","","",""
"20a1c14107433383cf66205debb2b46c","2015-0592","","External Complaints","","2015-10-03 00:00:00","2015-10-05 00:00:00","2016-02-21 00:00:00","Western District","Unwarranted Action","Unfounded","5cdbb2d7b36e465cee4ee0a5e71ee7a6","Witness","","","","","","","",""
"a592dfc255fcbd9f34bb64f7b6d779f0","2015-0097","","External Complaints","Citizen","2015-02-28 00:00:00","2015-03-02 00:00:00","2016-02-26 00:00:00","Western District","Excessive Force","Not Sustained","80cb0558dc343b7be3401d9eb5b38eac","Complainant","Black","Male","","bbaf5219595fa27a9b3fca48b0622670","Other Hispan","Male","36","7"
"20834fb550bbf792d854b2079587aa3a","2015-0221","","External Complaints","Citizen","2014-07-26 00:00:00","2015-04-17 00:00:00","2015-12-15 00:00:00","Northern District","Misconduct/General","Exonerated","5dc6f27bda9cb8c6a33654ebfa24ace0","Complainant","Black","Male","53","13b4227179ba792f2495ede927f43ba1","Black","Female","34","2"
"94e49cd14536b6f8f7195941a59a6fc2","2015-0274","","External Complaints","","2015-05-09 00:00:00","2015-05-09 00:00:00","2016-02-09 00:00:00","","Misconduct/VCS Misdemeanor Theft","Not Sustained","eb038cbb7655a610a1ac371f44234c1e","Complainant","Black","Male","","","","","",""
"097d0f2b7684cb5389e383f609d29fa8","2015-0457","","External Complaints","Citizen","2015-07-31 00:00:00","2015-07-31 00:00:00","2016-07-26 00:00:00","Northern District","Neglect of Duty","Sustained","8edb945c935a10f0c63b033f08c81bfc","Witness","","","","b6df2dc76a7f6e9c04284d52eda09eae","Black","Male","32","8"
"097d0f2b7684cb5389e383f609d29fa8","2015-0457","","External Complaints","Citizen","2015-07-31 00:00:00","2015-07-31 00:00:00","2016-07-26 00:00:00","Northern District","Failure to Supervise","Sustained","8edb945c935a10f0c63b033f08c81bfc","Witness","","","","b6df2dc76a7f6e9c04284d52eda09eae","Black","Male","32","8"
"4be64993d973b5f3b35a381a7b2b7473","2015-0567","","External Complaints","","2015-09-24 00:00:00","2015-09-24 00:00:00","2016-02-05 00:00:00","Southwestern District","Excessive Force","Not Sustained","c366318c4280816b52d0b1346579969d","Complainant","Unknown","Male","","","","","",""
"89c25c2f98f94abcc6295c611832c9ec","2015-0014","On View","External Complaints","Citizen","2014-11-28 00:00:00","2015-01-05 00:00:00","2016-05-04 00:00:00","Northern District","Excessive Force","Not Sustained","23bb6d54270bb6fcc84ffabe88864452","Witness","","","","5ca7a07d30cf60db83a2e4df18a212e9","White","Male","37","13"
"89c25c2f98f94abcc6295c611832c9ec","2015-0014","On View","External Complaints","Citizen","2014-11-28 00:00:00","2015-01-05 00:00:00","2016-05-04 00:00:00","Northern District","Excessive Force","Not Sustained","23bb6d54270bb6fcc84ffabe88864452","Witness","","","","b8c64df94efeb92c5a52872f17c4bed3","White","Male","39","20"
"732bee9673cb8dc3d37abc997cb4ac0b","2015-0172","On View","External Complaints","Citizen","2015-04-03 00:00:00","2015-04-06 00:00:00","2016-03-21 00:00:00","Central District","Misconduct/General","Not Sustained","cfc941ce698ebf16cd79b98076f80984","Witness","","","","5268c4a1e28baf43c19f73d75f6974de","White","Male","29","5"
"313bafe9e2abb798c8cffa9d2eda7d9d","2015-0450","Warrant Service","Internal Complaints","Other Agency","2015-07-28 00:00:00","2015-07-28 00:00:00","2015-08-18 00:00:00","Records Management Sec","Misconduct/General","Sustained","8f2fc7f176325e8e32249d9fd1c76725","Witness","","","","7ba93868c20d93eaf6450457fa5e838a","Black","Male","28","9"
"aa7b0221e932abcc83a78028fafe3451","2015-0374","On View","External Complaints","Citizen","2015-06-25 00:00:00","2015-06-25 00:00:00","2015-09-08 00:00:00","Southwestern District","Misconduct/General","Not Sustained","c4694fba2ba2f6ec3a1aa5dea9715cd8","Witness","","","","5ec2ec5e411608d9a1462b3ce6f92db3","Black","Female","33","5"
"aa7b0221e932abcc83a78028fafe3451","2015-0374","On View","External Complaints","Citizen","2015-06-25 00:00:00","2015-06-25 00:00:00","2015-09-08 00:00:00","Southwestern District","Misconduct/Improper Search of Person(s)","Not Sustained","c4694fba2ba2f6ec3a1aa5dea9715cd8","Witness","","","","42dbeaa8c0cbc20fa9de29d5dc434a52","Black","Female","44","17"
"89ff1ade2da28131bf03ae85db00bea4","2015-0004","","External Complaints","Citizen","2015-01-14 00:00:00","2015-01-15 00:00:00","2016-12-20 00:00:00","Northwestern District","Lawsuit Filed","","662e4acbe6a68d116b1c93ccd92f25f9","Witness","","","","26818bb11011c275a364936bcfd7f5b0","Black","Male","31","1"
"89ff1ade2da28131bf03ae85db00bea4","2015-0004","","External Complaints","Citizen","2015-01-14 00:00:00","2015-01-15 00:00:00","2016-12-20 00:00:00","Northwestern District","False Statement","Sustained","662e4acbe6a68d116b1c93ccd92f25f9","Witness","","","","26818bb11011c275a364936bcfd7f5b0","Black","Male","31","1"
"f03552d2f94d5164756815d620df11f8","2015-0407","","External Complaints","","2015-07-05 00:00:00","2015-07-05 00:00:00","2016-04-26 00:00:00","Southern District","Misconduct/VCS Assault","Not Sustained","61de757d12fe84a91c5cb4041000c3eb","Witness","","","","15570450e558404c802d27759a446f98","Black","Male","29","7"
"83b9205a70f81525cf28bd3aa82508e1","2015-0363","Call for Service","External Complaints","","2015-06-21 00:00:00","2015-06-22 00:00:00","2016-04-27 00:00:00","Northwestern District","Neglect of Duty","Not Sustained","a46579cca83ccbf70fde798c8c82a249","Complainant","White","Male","42","944a999cee4967866e8498b5adc7e9b9","Black","Male","44","25"
"83b9205a70f81525cf28bd3aa82508e1","2015-0363","Call for Service","External Complaints","","2015-06-21 00:00:00","2015-06-22 00:00:00","2016-04-27 00:00:00","Northwestern District","Misconduct/General","Not Sustained","a46579cca83ccbf70fde798c8c82a249","Complainant","White","Male","42","944a999cee4967866e8498b5adc7e9b9","Black","Male","44","25"
"e0c089d864d1955659d5707c967843df","2015-0606","Call for Service","External Complaints","Citizen","","2015-10-08 00:00:00","2016-09-01 00:00:00","Northwestern District","Excessive Force","Exonerated","bc01bc91cc9a269eccbd87719cb7450c","Complainant","Black","Male","","944a999cee4967866e8498b5adc7e9b9","Black","Male","45","26"
"82052a76c3bb6e1c27bc83bc6f7aaab3","2018-0458","","External Complaints","Internet/Social Medial","2018-08-11 00:00:00","2018-08-11 00:00:00","","Eastern District","Conduct Unbecoming a Police Officer/Employee","","d38c56e8208f4f84f2406be0d67bd80f","Complainant","Black","Male","19","74cab66f5c216d4654e1f88ad28aae98","African Amer","Male","23","2"
"89ff1ade2da28131bf03ae85db00bea4","2015-0004","","External Complaints","Citizen","2015-01-14 00:00:00","2015-01-15 00:00:00","2016-12-20 00:00:00","Northwestern District","Inappropriate Comment","Sustained","662e4acbe6a68d116b1c93ccd92f25f9","Witness","","","","e9f9154ffcc5f6780439af65602ea6b3","Black","Male","27","6"
"e0c089d864d1955659d5707c967843df","2015-0606","Call for Service","External Complaints","Citizen","","2015-10-08 00:00:00","2016-09-01 00:00:00","Northwestern District","Misconduct/VCS Misdemeanor Theft","Not Sustained","cab65365ef1f5065631fb1292f6306f5","Witness","","","","944a999cee4967866e8498b5adc7e9b9","Black","Male","45","26"
"ae5c926982b41b8851645ef279c726ad","2015-0079","","External Complaints","Citizen","2015-02-19 00:00:00","2015-02-23 00:00:00","2016-02-15 00:00:00","SES - Westside Zones","Misconduct/General","Not Sustained","19b605dc46dc22c37d3e045d5068b713","Complainant","Black","Male","","6c882bc1482931d1a95d3c227b4c7a0d","White","Male","34","14"
"a2939b8ad32c75b4a6d42429c098f84f","2016-0382","On View","External Complaints","Citizen","2016-08-26 00:00:00","2016-08-29 00:00:00","2016-11-10 00:00:00","Central District","Harassment","Not Sustained","67f06a707619a7eeb014e29b2a8d293d","Complainant","Black","Male","16","6b2c39bbb2dcf56d5dad08eb660d87ab","White","Male","47","21"
"cff09aea1ebd39c1ac3fe747a5b0a40b","2015-0078","","External Complaints","Citizen","2015-02-17 00:00:00","2015-02-19 00:00:00","2016-02-12 00:00:00","Northwestern District","Discourtesy","Not Sustained","ebc04acda9dc3dfd5aa58af6b7c019df","Complainant","Black","Female","21","e9f9154ffcc5f6780439af65602ea6b3","Black","Male","27","6"
"a2939b8ad32c75b4a6d42429c098f84f","2016-0382","On View","External Complaints","Citizen","2016-08-26 00:00:00","2016-08-29 00:00:00","2016-11-10 00:00:00","Central District","Mediation Program Review","","67f06a707619a7eeb014e29b2a8d293d","Complainant","Black","Male","16","6b2c39bbb2dcf56d5dad08eb660d87ab","White","Male","47","21"
"e0c089d864d1955659d5707c967843df","2015-0606","Call for Service","External Complaints","Citizen","","2015-10-08 00:00:00","2016-09-01 00:00:00","Northwestern District","Discourtesy","Not Sustained","1c9363c93786ef8b7df93d13118f94f5","Witness","","","","4466609e768896e88dfe31c91f63d5c4","Black","Male","42","21"
"bcaa2ebda2c26ec8547c7a44912c2476","2017-0725","","External Complaints","","","2017-12-30 00:00:00","","Central District","Excessive Force","","864705751ef8f5d7ac8f62fde065e60a","Complainant","Black","Male","58","e5b9e5705bf3c5df331a157c6df932fa","Other Hispan","Male","37","13"
"46cecef2da7779643788a21525500aca","2015-0016","","External Complaints","Citizen","2014-03-19 00:00:00","2015-01-12 00:00:00","2015-05-11 00:00:00","SES - Vice/UC Squads","False Arrest / Imprisonment","Unfounded","437df2023ed6d4df9b76e69226dbaa16","Complainant","Black","Male","47","218291a7d0140446ca68d695d63e03cb","White","Male","39","14"
"88be972638ff83c8c8aa680172ca9105","2017-0739","","External Complaints","Attorney","2015-10-01 00:00:00","2017-12-28 00:00:00","2018-10-02 00:00:00","Gttf","False Arrest/Imprisonment","Not Sustained","00de3c21d4f5ce1e4a0ba20534a10d2a","Complainant","Unknown","Male","","78abeb330f04b40f02efe94ed349fea1","White","Male","37","14"
"9cf16f4f6842a10b09ac07084f3332f2","2015-0409","","External Complaints","Attorney","2014-06-11 00:00:00","2015-07-06 00:00:00","2016-03-15 00:00:00","Northeastern District","Lawsuit Filed","","7e1cfddb35e3e2ccefd55aa3d1aae52a","Complainant","White","Male","","d72ca5a8762f8aa51ee881f88a0faa47","Black","Male","44","24"
"e89370a2da5a33c5ab253ab86735cef4","2018-0541","","Internal Complaints","Agency Member","2018-09-11 00:00:00","2018-09-11 00:00:00","","Northern District","Conduct Unbecoming a Police Officer/Employee","","ad569ebdc498f284bcd57bf0b21470d8","Complainant","","Male","","","","","",""
"9e4bb744fda8f6ac587033da021184b6","2017-0660","","External Complaints","","2017-11-14 00:00:00","2017-11-14 00:00:00","","Eastern District","VCS/Theft Related","","c8e92cd974fb2dfbdd6714956462393f","Complainant","Black","Female","","6236ef081f6f07b12efbee5484c23ffb","Other Hispan","Male","30","5"
"9e4bb744fda8f6ac587033da021184b6","2017-0660","","External Complaints","","2017-11-14 00:00:00","2017-11-14 00:00:00","","Eastern District","","","c8e92cd974fb2dfbdd6714956462393f","Complainant","Black","Female","","2a4b83415ae8d44b25762672ab09a7e1","White","Male","29","4"
"f24acf1b56e88508af99e665b85c04c6","2016-0520","","External Complaints","","2016-10-04 00:00:00","2016-10-24 00:00:00","2016-12-19 00:00:00","","Misconduct/VCS Felony Theft","Unfounded","588f2b2c069e8983525638bf59ac58dd","Complainant","Black","Male","","20604392f41d9b11d10299c059e28972","White","Male","36","9"
"1c6a7e86e1b2edb37c2919614905cd1b","2015-0723","Warrant Service","External Complaints","Citizen","2015-04-08 00:00:00","2015-11-20 00:00:00","2016-11-02 00:00:00","OIS - Task Force Units","Procedural Search Issues.","Not Sustained","2d5992839e9163ceb8cb9a0ff6815e6d","Complainant","White","Male","","93329ebfe1950e7b2572d92aed4b3de6","Black","Male","35","10"
"1c6a7e86e1b2edb37c2919614905cd1b","2015-0723","Warrant Service","External Complaints","Citizen","2015-04-08 00:00:00","2015-11-20 00:00:00","2016-11-02 00:00:00","OIS - Task Force Units","Misconduct/General","Sustained","2d5992839e9163ceb8cb9a0ff6815e6d","Complainant","White","Male","","8d620c9ed0548818b830bdc82ac9c83c","White","Male","48","20"
"1e1fbf26e695ee9a16dcfc123592a79b","2015-0166","","External Complaints","Attorney","2014-10-22 00:00:00","2015-03-30 00:00:00","2015-09-21 00:00:00","DDU-WD","False Arrest / Imprisonment","Unfounded","9127e2c287595b5cb6e25cab614ccfae","Complainant","Black","Female","14","","","","",""
"5a970760d7c2e70d936514daa6cea06e","2015-0322","Off Duty","External Complaints","Citizen","2015-01-04 00:00:00","2015-06-05 00:00:00","2016-06-01 00:00:00","Southern District","Misconduct/General","Sustained","9960e86961f5b09c7889bcbfcea44fe1","Witness","","","","2a23566381119fdbaaffb2a42ce96dc9","Black","Male","27","2"
"6766d746c41b4d6f10dbec1592f99091","2015-0399","","Internal Complaints","","2015-07-22 00:00:00","2015-07-22 00:00:00","2016-05-07 00:00:00","SES - Eastside Zones","Misconduct/General","Sustained","ce7d7a1efd56d2dea36f086dfa7f8b7d","Witness","","","","","","","",""
"61b561fc99fc7408b6a1fb07b50b5226","2015-0486","","External Complaints","","2015-08-17 00:00:00","2015-08-17 00:00:00","2016-06-08 00:00:00","Eastern District","Misconduct/Firearms Regulations Rule 3","Sustained","c0494bbb395819beb6e0e08760b48c7f","Complainant","Black","Male","29","d89e9cf03eac38359aba139ccdaddda5","Black","Male","31","7"
"53ddf983a39384125e9839df25959c24","2015-0513","","External Complaints","Citizen","2015-08-31 00:00:00","2015-08-31 00:00:00","2016-06-16 00:00:00","Southern District","Neglect of Duty","Sustained","310580759435d9f87447c3036b821893","Witness","","","","0cc7491bcc44141f63c8554dcdf638fa","Black","Male","28","6"
"65d3eb26d01e37b0ee4c2050daf387d9","2015-0574","","External Complaints","Citizen","2015-09-26 00:00:00","2015-09-26 00:00:00","2016-04-04 00:00:00","Southeastern District","Harassment","Not Sustained","60accac0e2fa5c1d8df31c345df06afe","Complainant","","Female","","fd2e2863d4a22accf9e8513f07bd45b4","White","Male","45","20"
"3bc9e1ad302f5cd5fac0e88322b6c8b6","2015-0576","","External Complaints","Citizen","2015-09-25 00:00:00","2015-09-28 00:00:00","2016-05-04 00:00:00","","Misconduct/VCS Misdemeanor Theft","Not Sustained","1d123a79a73fe10761a29a6045260710","Complainant","Black","Male","33","","","","",""
"62f2b6fe0c2ceb330718009fa4815ac5","2016-0631","","External Complaints","","2016-11-28 00:00:00","2016-12-16 00:00:00","2017-02-15 00:00:00","Northwestern District","False Arrest / Imprisonment","Not Sustained","2a1eb70c2b5440d520e000554f167ddc","Complainant","Black","Male","24","abca2f5cd7d4a1d2025f4ffd0756cf70","White","Male","29","1"
"569471540e305388a9f40ca07d95b884","2016-0544","","Internal Complaints","","2016-10-24 00:00:00","2016-11-02 00:00:00","2017-03-20 00:00:00","Northwestern District","Failure to Follow Proper Protocol","Not Sustained","ae505d560cc4fec074b1a93a4196f088","Witness","","","","92f556018065b60ce9209243f80d0b24","Other Hispan","Male","45","2"
"5aa84962247ea3fd1166fa720ebc8872","2017-0743","","External Complaints","","2017-05-28 00:00:00","2017-06-11 00:00:00","2018-06-05 00:00:00","Northwest District","Neglect/Failure to Write Report","Sustained","e9a788dbe37e7d76b96aa46ec0b151d1","Complainant","Unknown","Female","","817757ceeae43a222f395ecd5dae1e6a","African Amer","Male","38","11"
"17ee17b484675414cd56c1a5b2a323ba","2016-0165","Unknown","External Complaints","Citizen","2016-04-24 00:00:00","2016-04-25 00:00:00","2016-08-26 00:00:00","Eastern District","Excessive Force","Unfounded","b15dd420f22cc928f1a868424d7d6239","Complainant","Black","Male","","85af90a60b11194eaa20e5dd6997f8b2","Black","Male","26","7"
"cb5e880fd749e8e235e00df361fd8ed5","2017-0225","Warrant Service","External Complaints","Citizen","2017-04-04 00:00:00","2017-04-12 00:00:00","2018-03-28 00:00:00","Fiscal Services","Excessive Force","Not Sustained","905608882d41f4454b6397eb1278362d","Complainant","Black","Female","","c92b832c3427a3fcf125b99f13f7e4b5","African Amer","Male","52","22"
"9db6193a6a3a5c6a1866ceff7bebe019","2015-0040","","External Complaints","","","2015-02-03 00:00:00","2016-02-01 00:00:00","Eastern District","False Arrest / Imprisonment","Not Sustained","fc4a4552ab324aeacf6b4e3d7e3d6c54","Complainant","Black","Male","","fc19c8da11ae1c808929eb38c175f83c","White","Male","36","6"
"04f141c37705f3dc5f0f29e050db43d2","2018-0039","","External Complaints","Citizen","2016-06-15 00:00:00","2018-01-26 00:00:00","","Southeast District","False Arrest/Imprisonment","","289b8d8e1eb6539016d30e4d241b5c7e","Complainant","Black","Male","20","8ea49e56a28fed41609c5c0f2aa87d3f","White","Male","40","12"
"53d7f2d42d41490e97d522b5d13fc987","2018-0641","","External Complaints","","2018-10-26 00:00:00","2018-10-26 00:00:00","","","Conduct Unbecoming a Police Officer/Employee","","d55685c24719d30a13fc93a2efd8bbf6","Complainant","Black","Female","","","","","",""
"bbe032a2c29a5585439267de83ad3e9c","2017-0327","","External Complaints","Citizen","2017-05-30 00:00:00","2017-05-30 00:00:00","2018-05-22 00:00:00","Southwest District","Harassment","Unfounded","4c3b59ca757f95d903c8f7dba6d78be5","Complainant","Black","Female","43","2a4d6605a280b37bdd039e1aa76e4cf9","African Amer","Male","41","13"
"055ff302a053815b32e987e60ed2e718","2015-0298","","External Complaints","Citizen","2015-05-24 00:00:00","2015-05-24 00:00:00","2016-03-31 00:00:00","Southwestern District","Misconduct/General","Unfounded","8fa9cc85224a02bedfee1fa9e0016789","Complainant","Black","Female","43","2a4d6605a280b37bdd039e1aa76e4cf9","Black","Male","39","11"
"a33aadfd1b773f54332ec9ddaf543f7e","2015-0578","","External Complaints","Citizen","2015-09-26 00:00:00","2015-09-28 00:00:00","2016-03-07 00:00:00","Northeastern District","Discourtesy","Not Sustained","be378552d3c79ba427bf96d5a540b71d","Complainant","Black","Male","56","d1a6850465bfb0766e7b84397b6f7293","Black","Male","25","3"
"d42850b123e28cbad1e1e5f36535556c","2015-0597","On View","External Complaints","Citizen","2015-10-02 00:00:00","2015-10-06 00:00:00","2016-03-14 00:00:00","Southwestern District","Discourtesy","Not Sustained","e74b4ed11e2c83a14bccb6f415995dc8","Complainant","Black","Male","20","83455a3c1a7967462cfe8c18dec330d7","White","Male","30","7"
